OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
163,2007,1.0,Michigan,East North Central,0.7,warm,severe weather,winter storm,,9150.0,129607.0,10001284,2007-01-13 07:30:00,2007-01-19 16:00:00,0.5 to 1.0
164,2010,9.0,Michigan,East North Central,-1.4,cold,severe weather,thunderstorm,,1019.0,138000.0,9877369,2010-09-21 21:31:00,2010-09-22 14:30:00,<-1.0
165,2013,6.0,Michigan,East North Central,-0.2,normal,severe weather,thunderstorm,,420.0,138000.0,9900506,2013-06-27 17:00:00,2013-06-28 00:00:00,-0.5 to 0
166,2008,7.0,Michigan,East North Central,-0.4,normal,severe weather,thunderstorm,,1140.0,56000.0,9946889,2008-07-02 20:00:00,2008-07-03 15:00:00,-0.5 to 0
167,2011,9.0,Michigan,East North Central,-0.8,cold,severe weather,,,7440.0,105000.0,9876589,2011-09-03 14:00:00,2011-09-08 18:00:00,-1.0 to -0.5
168,2011,8.0,Michigan,East North Central,-0.6,cold,severe weather,,,4458.0,65000.0,9876589,2011-08-20 17:42:00,2011-08-23 20:00:00,-1.0 to -0.5
169,2015,7.0,Texas,South,1.2,warm,system operability disruption,uncontrolled loss,,373.0,30000.0,27469114,2015-07-03 17:17:00,2015-07-03 23:30:00,>1.0
170,2011,2.0,Texas,South,-1.0,cold,severe weather,winter,,1203.0,,25654464,2011-02-09 16:30:00,2011-02-10 12:33:00,<-1.0
171,2011,2.0,Texas,South,-1.0,cold,system operability disruption,,,868.0,86013.0,25654464,2011-02-03 22:04:00,2011-02-04 12:32:00,<-1.0
172,2016,7.0,Texas,South,-0.3,normal,severe weather,,,1455.0,52000.0,27904862,2016-07-05 02:45:00,2016-07-06 03:00:00,-0.5 to 0
173,2012,8.0,Texas,South,0.3,normal,intentional attack,vandalism,,206.0,3314.0,26089741,2012-08-19 08:42:00,2012-08-19 12:08:00,0 to 0.5
174,2014,2.0,Texas,South,-0.5,cold,public appeal,,,1195.0,,26979078,2014-02-06 15:35:00,2014-02-07 11:30:00,-1.0 to -0.5
175,2014,1.0,Texas,South,-0.5,cold,severe weather,winter,,1559.0,,26979078,2014-01-06 07:01:00,2014-01-07 09:00:00,-1.0 to -0.5
176,2004,11.0,Texas,South,0.6,warm,severe weather,thunderstorm,,900.0,119000.0,22394023,2004-11-23 22:00:00,2004-11-24 13:00:00,0.5 to 1.0
177,2015,4.0,Texas,South,0.7,warm,severe weather,,,2690.0,57000.0,27469114,2015-04-24 19:10:00,2015-04-26 16:00:00,0.5 to 1.0
178,2015,5.0,Texas,South,0.8,warm,severe weather,,,5115.0,454000.0,27469114,2015-05-25 18:00:00,2015-05-29 07:15:00,0.5 to 1.0
179,2014,6.0,Texas,South,0.0,normal,intentional attack,vandalism,,5.0,,26979078,2014-06-03 01:38:00,2014-06-03 01:43:00,-0.5 to 0
180,2006,4.0,Texas,South,-0.2,normal,system operability disruption,,,189.0,489478.0,23359580,2006-04-17 16:11:00,2006-04-17 19:20:00,-0.5 to 0
181,2010,6.0,Texas,South,-0.4,normal,severe weather,,,2142.0,126000.0,25244363,2010-06-02 20:18:00,2010-06-04 08:00:00,-0.5 to 0
182,2010,6.0,Texas,South,-0.4,normal,severe weather,thunderstorm,,360.0,79741.0,25244363,2010-06-08 11:00:00,2010-06-08 17:00:00,-0.5 to 0
183,2007,9.0,Texas,South,-0.9,cold,fuel supply emergency,,,,,23831983,2007-09-06 20:00:00,,-1.0 to -0.5
184,2015,8.0,Texas,South,1.4,warm,public appeal,,,225.0,,27469114,2015-08-13 15:15:00,2015-08-13 19:00:00,>1.0
185,2007,9.0,Texas,South,-0.9,cold,severe weather,hurricanes,Humberto,2340.0,118000.0,23831983,2007-09-13 04:00:00,2007-09-14 19:00:00,-1.0 to -0.5
186,2011,7.0,Texas,South,-0.3,normal,public appeal,,,480.0,0.0,25654464,2011-07-14 11:00:00,2011-07-14 19:00:00,-0.5 to 0
187,2003,7.0,Texas,South,0.1,normal,severe weather,hurricanes,Claudette,9486.0,108000.0,22030931,2003-07-15 08:24:00,2003-07-21 22:30:00,0 to 0.5
188,2000,5.0,Texas,South,-0.7,cold,severe weather,,,480.0,238000.0,20944499,2000-05-02 04:00:00,2000-05-02 12:00:00,-1.0 to -0.5
189,2015,6.0,Texas,South,1.0,warm,system operability disruption,,,3000.0,,27469114,2015-06-03 15:00:00,2015-06-05 17:00:00,0.5 to 1.0
190,2012,3.0,Texas,South,-0.4,normal,severe weather,thunderstorm,,300.0,96000.0,26089741,2012-03-20 08:00:00,2012-03-20 13:00:00,-0.5 to 0
191,2015,4.0,Texas,South,0.7,warm,severe weather,,,3020.0,280982.0,27469114,2015-04-17 21:30:00,2015-04-19 23:50:00,0.5 to 1.0
192,2007,6.0,Texas,South,-0.3,normal,system operability disruption,,,766.0,98700.0,23831983,2007-06-29 09:23:00,2007-06-29 22:09:00,-0.5 to 0
193,2014,4.0,Texas,South,-0.2,normal,fuel supply emergency, Coal,,,,26979078,2014-04-03 00:00:00,,-0.5 to 0
194,2011,8.0,Texas,South,-0.6,cold,severe weather,,,1335.0,79000.0,25654464,2011-08-24 07:45:00,2011-08-25 06:00:00,-1.0 to -0.5
195,2011,8.0,Texas,South,-0.6,cold,public appeal,,,197.0,0.0,25654464,2011-08-23 15:43:00,2011-08-23 19:00:00,-1.0 to -0.5
196,2006,4.0,Texas,South,-0.2,normal,system operability disruption,,,245.0,200000.0,23359580,2006-04-17 15:25:00,2006-04-17 19:30:00,-0.5 to 0
197,2016,5.0,Texas,South,0.6,warm,system operability disruption,transmission interruption,,3255.0,85000.0,27904862,2016-05-10 20:45:00,2016-05-13 03:00:00,0.5 to 1.0
198,2005,9.0,Texas,South,0.0,normal,severe weather,hurricanes,Rita,12180.0,200000.0,22778123,2005-09-24 06:00:00,2005-10-02 17:00:00,-0.5 to 0
199,2011,3.0,Texas,South,-0.7,cold,intentional attack,vandalism,,1077.0,,25654464,2011-03-10 12:03:00,2011-03-11 06:00:00,-1.0 to -0.5
200,2004,8.0,Texas,South,0.6,warm,equipment failure,generator trip,,600.0,,22394023,2004-08-02 10:00:00,2004-08-02 20:00:00,0.5 to 1.0
201,2003,4.0,Texas,South,0.0,normal,equipment failure,relaying malfunction,,186.0,68530.0,22030931,2003-04-15 11:00:00,2003-04-15 14:06:00,-0.5 to 0
202,2007,3.0,Texas,South,0.1,normal,severe weather,thunderstorm,,690.0,67000.0,23831983,2007-03-31 07:30:00,2007-03-31 19:00:00,0 to 0.5
203,2008,9.0,Texas,South,-0.3,normal,severe weather,hurricanes,Ike,27698.0,2142678.0,24309039,2008-09-12 18:21:00,2008-10-01 23:59:00,-0.5 to 0
204,2014,2.0,Texas,South,-0.5,cold,public appeal,,,402.0,,26979078,2014-02-06 13:58:00,2014-02-06 20:40:00,-1.0 to -0.5
205,2015,10.0,Texas,South,2.0,warm,severe weather,,,2420.0,130252.0,27469114,2015-10-31 00:45:00,2015-11-01 16:05:00,>1.0
206,2011,2.0,Texas,South,-1.0,cold,severe weather,winter storm,,327.0,60000.0,25654464,2011-02-09 03:45:00,2011-02-09 09:12:00,<-1.0
207,2015,1.0,Texas,South,0.6,warm,intentional attack,sabotage,,1.0,0.0,27469114,2015-01-27 10:30:00,2015-01-27 10:31:00,0.5 to 1.0
208,2012,12.0,Texas,South,-0.2,normal,severe weather,winter storm,,1860.0,262000.0,26089741,2012-12-25 09:28:00,2012-12-26 16:28:00,-0.5 to 0
209,2014,2.0,Texas,South,-0.5,cold,public appeal,,,220.0,,26979078,2014-02-07 16:50:00,2014-02-07 20:30:00,-1.0 to -0.5
210,2015,10.0,Texas,South,2.0,warm,public appeal,,,455.0,,27469114,2015-10-13 10:25:00,2015-10-13 18:00:00,>1.0
211,2007,9.0,Texas,South,-0.9,cold,equipment failure,transmission trip,,318.0,,23831983,2007-09-05 07:53:00,2007-09-05 13:11:00,-1.0 to -0.5
212,2003,5.0,Texas,South,-0.2,normal,system operability disruption,,,757.0,192000.0,22030931,2003-05-15 02:52:00,2003-05-15 15:29:00,-0.5 to 0
213,2008,8.0,Texas,South,-0.3,normal,severe weather,lightning,,847.0,71823.0,24309039,2008-08-16 05:23:00,2008-08-16 19:30:00,-0.5 to 0
214,2012,1.0,Texas,South,-0.7,cold,intentional attack,vandalism,,410.0,0.0,26089741,2012-01-17 10:31:00,2012-01-17 17:21:00,-1.0 to -0.5
215,2009,8.0,Texas,South,0.5,warm,severe weather,thunderstorm,,215.0,73000.0,24801761,2009-08-12 18:25:00,2009-08-12 22:00:00,0 to 0.5
216,2016,4.0,Texas,South,1.1,warm,intentional attack,sabotage,,5.0,0.0,27904862,2016-04-27 18:00:00,2016-04-27 18:05:00,>1.0
217,2009,2.0,Texas,South,-0.6,cold,severe weather,heavy wind,,570.0,64801.0,24801761,2009-02-11 02:30:00,2009-02-11 12:00:00,-1.0 to -0.5
218,2008,7.0,Texas,South,-0.4,normal,severe weather,hurricanes,Dolly,12124.0,211266.0,24309039,2008-07-23 05:56:00,2008-07-31 16:00:00,-0.5 to 0
219,2016,7.0,Texas,South,-0.3,normal,severe weather,,,2655.0,62000.0,27904862,2016-07-09 17:45:00,2016-07-11 14:00:00,-0.5 to 0
220,2013,12.0,Texas,South,-0.3,normal,fuel supply emergency, Coal,,20160.0,,26500674,2013-12-13 11:00:00,2013-12-27 11:00:00,-0.5 to 0
221,2012,11.0,Texas,South,0.1,normal,fuel supply emergency,,,1440.0,,26089741,2012-11-17 10:00:00,2012-11-18 10:00:00,0 to 0.5
222,2006,11.0,Texas,South,0.9,warm,severe weather,heavy wind,,600.0,83000.0,23359580,2006-11-15 10:00:00,2006-11-15 20:00:00,0.5 to 1.0
223,2004,3.0,Texas,South,0.2,normal,equipment failure,switching,,39.0,100000.0,22394023,2004-03-17 13:27:00,2004-03-17 14:06:00,0 to 0.5
224,2012,7.0,Texas,South,0.1,normal,severe weather,,,181.0,70000.0,26089741,2012-07-21 02:19:00,2012-07-21 05:20:00,0 to 0.5
225,2016,4.0,Texas,South,1.1,warm,severe weather,,,1185.0,214864.0,27904862,2016-04-27 05:50:00,2016-04-28 01:35:00,>1.0
226,2009,8.0,Texas,South,0.5,warm,severe weather,thunderstorm,,1500.0,80000.0,24801761,2009-08-21 19:00:00,2009-08-22 20:00:00,0 to 0.5
227,2012,1.0,Texas,South,-0.7,cold,system operability disruption,,,,,26089741,2012-01-10 21:30:00,2012-01-10 21:30:00,-1.0 to -0.5
228,2006,10.0,Texas,South,0.7,warm,system operability disruption,,,271.0,,23359580,2006-10-03 17:28:00,2006-10-03 21:59:00,0.5 to 1.0
229,2013,8.0,Texas,South,-0.3,normal,severe weather,thunderstorm,,1860.0,219681.0,26500674,2013-08-16 16:58:00,2013-08-17 23:58:00,-0.5 to 0
230,2011,6.0,Texas,South,-0.3,normal,severe weather,thunderstorm,,1200.0,78000.0,25654464,2011-06-05 05:30:00,2011-06-06 01:30:00,-0.5 to 0
231,2000,5.0,Texas,South,-0.7,cold,system operability disruption,,,2159.0,2000000.0,20944499,2000-05-24 10:15:00,2000-05-25 22:14:00,-1.0 to -0.5
232,2010,2.0,Texas,South,1.2,warm,severe weather,winter storm,,6300.0,500000.0,25244363,2010-02-11 12:00:00,2010-02-15 21:00:00,>1.0
233,2014,6.0,Texas,South,0.0,normal,fuel supply emergency, Coal,,,,26979078,2014-06-06 13:00:00,,-0.5 to 0
234,2005,9.0,Texas,South,0.0,normal,severe weather,hurricanes,Rita,1620.0,715000.0,22778123,2005-09-23 17:00:00,2005-09-24 20:00:00,-0.5 to 0
235,2009,6.0,Texas,South,0.4,normal,public appeal,,,224.0,,24801761,2009-06-25 15:16:00,2009-06-25 19:00:00,0 to 0.5
236,2000,3.0,Texas,South,-1.1,cold,system operability disruption,transmission interruption,,70.0,100000.0,20944499,2000-03-18 16:00:00,2000-03-18 17:10:00,<-1.0
237,2011,2.0,Texas,South,-1.0,cold,system operability disruption,,,1697.0,1069730.0,25654464,2011-02-02 05:43:00,2011-02-03 10:00:00,<-1.0
238,2006,4.0,Texas,South,-0.2,normal,system operability disruption,,,95.0,51404.0,23359580,2006-04-17 16:35:00,2006-04-17 18:10:00,-0.5 to 0
239,2012,6.0,Texas,South,-0.1,normal,severe weather,thunderstorm,,2220.0,175000.0,26089741,2012-06-12 15:57:00,2012-06-14 04:57:00,-0.5 to 0
240,2000,,Texas,South,,,equipment failure,transformer outage,,,43000.0,20944499,,,
241,2013,12.0,Texas,South,-0.3,normal,severe weather,snow/ice ,,7809.0,881000.0,26500674,2013-12-06 01:51:00,2013-12-11 12:00:00,-0.5 to 0
242,2004,4.0,Texas,South,0.1,normal,severe weather,thunderstorm,,1200.0,85000.0,22394023,2004-04-10 20:00:00,2004-04-11 16:00:00,0 to 0.5
243,2006,4.0,Texas,South,-0.2,normal,system operability disruption,,,121.0,68000.0,23359580,2006-04-17 16:10:00,2006-04-17 18:11:00,-0.5 to 0
244,2015,7.0,Texas,South,1.2,warm,system operability disruption,,,63.0,17311.0,27469114,2015-07-16 16:45:00,2015-07-16 17:48:00,>1.0
245,2008,4.0,Texas,South,-0.9,cold,severe weather,,,5595.0,488689.0,24309039,2008-04-09 16:00:00,2008-04-13 13:15:00,-1.0 to -0.5
246,2015,2.0,Texas,South,0.5,warm,intentional attack,sabotage,,1.0,,27469114,2015-02-02 09:40:00,2015-02-02 09:41:00,0 to 0.5
247,2012,2.0,Texas,South,-0.5,cold,intentional attack,vandalism,,557.0,0.0,26089741,2012-02-23 05:45:00,2012-02-23 15:02:00,-1.0 to -0.5
248,2011,6.0,Texas,South,-0.3,normal,public appeal,,,240.0,0.0,25654464,2011-06-27 15:00:00,2011-06-27 19:00:00,-0.5 to 0
249,2008,9.0,Texas,South,-0.3,normal,severe weather,hurricanes,Ike,3360.0,238392.0,24309039,2008-09-13 12:00:00,2008-09-15 20:00:00,-0.5 to 0
250,2010,9.0,Texas,South,-1.4,cold,severe weather,hurricanes,,685.0,340350.0,25244363,2010-09-07 14:02:00,2010-09-08 01:27:00,<-1.0
251,2014,3.0,Texas,South,-0.4,normal,severe weather,winter,,2280.0,,26979078,2014-03-02 19:00:00,2014-03-04 09:00:00,-0.5 to 0
252,2009,7.0,Texas,South,0.5,warm,public appeal,,,210.0,,24801761,2009-07-07 15:30:00,2009-07-07 19:00:00,0 to 0.5
253,2001,6.0,Texas,South,-0.1,normal,system operability disruption,,,167.0,24506.0,21319622,2001-06-06 16:22:00,2001-06-06 19:09:00,-0.5 to 0
254,2009,4.0,Texas,South,-0.1,normal,severe weather,heavy wind,,1920.0,158000.0,24801761,2009-04-27 15:30:00,2009-04-28 23:30:00,-0.5 to 0
255,2008,6.0,Texas,South,-0.5,cold,severe weather,thunderstorm,,3569.0,234393.0,24309039,2008-06-17 09:01:00,2008-06-19 20:30:00,-1.0 to -0.5
256,2015,4.0,Texas,South,0.7,warm,severe weather,,,3300.0,89000.0,27469114,2015-04-18 21:00:00,2015-04-21 04:00:00,0.5 to 1.0
257,2011,1.0,Texas,South,-1.3,cold,intentional attack,vandalism,,10.0,0.0,25654464,2011-01-24 13:20:00,2011-01-24 13:30:00,<-1.0
258,2009,7.0,Texas,South,0.5,warm,severe weather,thunderstorm,,1560.0,73000.0,24801761,2009-07-18 19:00:00,2009-07-19 21:00:00,0 to 0.5
259,2012,4.0,Texas,South,-0.4,normal,severe weather,thunderstorm,,840.0,120377.0,26089741,2012-04-20 14:27:00,2012-04-21 04:27:00,-0.5 to 0
260,2009,8.0,Texas,South,0.5,warm,public appeal,,,240.0,,24801761,2009-08-05 15:00:00,2009-08-05 19:00:00,0 to 0.5
261,2014,2.0,Texas,South,-0.5,cold,public appeal,,,990.0,,26979078,2014-02-07 16:30:00,2014-02-08 09:00:00,-1.0 to -0.5
262,2011,8.0,Texas,South,-0.6,cold,public appeal,,,6000.0,0.0,25654464,2011-08-01 15:00:00,2011-08-05 19:00:00,-1.0 to -0.5
263,2004,3.0,Texas,South,0.2,normal,severe weather,heavy wind,,17865.0,63000.0,22394023,2004-03-04 05:00:00,2004-03-16 14:45:00,0 to 0.5
264,2012,3.0,Texas,South,-0.4,normal,intentional attack,vandalism,,1282.0,,26089741,2012-03-04 13:38:00,2012-03-05 11:00:00,-0.5 to 0
265,2013,10.0,Texas,South,-0.3,normal,severe weather,hailstorm,,1080.0,171117.0,26500674,2013-10-27 04:27:00,2013-10-27 22:27:00,-0.5 to 0
266,2011,8.0,Texas,South,-0.6,cold,public appeal,,,7540.0,0.0,25654464,2011-08-24 13:20:00,2011-08-29 19:00:00,-1.0 to -0.5
267,2015,5.0,Texas,South,0.8,warm,severe weather,,,1320.0,57531.0,27469114,2015-05-25 20:30:00,2015-05-26 18:30:00,0.5 to 1.0
268,2005,5.0,Texas,South,0.3,normal,severe weather,thunderstorm,,1110.0,123000.0,22778123,2005-05-29 20:00:00,2005-05-30 14:30:00,0 to 0.5
269,2008,9.0,Texas,South,-0.3,normal,severe weather,hurricanes,Ike,27698.0,2504366.0,24309039,2008-09-12 18:21:00,2008-10-01 23:59:00,-0.5 to 0
270,2006,4.0,Texas,South,-0.2,normal,system operability disruption,shed load,,130.0,9000.0,23359580,2006-04-17 16:20:00,2006-04-17 18:30:00,-0.5 to 0
271,2015,5.0,Texas,South,0.8,warm,severe weather,,,3040.0,61000.0,27469114,2015-05-25 22:45:00,2015-05-28 01:25:00,0.5 to 1.0
272,2011,6.0,Texas,South,-0.3,normal,public appeal,,,394.0,0.0,25654464,2011-06-29 11:30:00,2011-06-29 18:04:00,-0.5 to 0
273,2001,6.0,Texas,South,-0.1,normal,severe weather,flooding,,10140.0,36073.0,21319622,2001-06-08 19:00:00,2001-06-15 20:00:00,-0.5 to 0
274,2013,12.0,Texas,South,-0.3,normal,fuel supply emergency, Coal,,20160.0,,26500674,2013-12-13 11:00:00,2013-12-27 11:00:00,-0.5 to 0
275,2008,9.0,Texas,South,-0.3,normal,severe weather,hurricanes,Ike,21540.0,113247.0,24309039,2008-09-12 20:00:00,2008-09-27 19:00:00,-0.5 to 0
276,2014,1.0,Texas,South,-0.5,cold,public appeal,,,45.0,,26979078,2014-01-18 09:00:00,2014-01-18 09:45:00,-1.0 to -0.5
277,2014,6.0,Texas,South,0.0,normal,intentional attack,,,1.0,,26979078,2014-06-12 09:10:00,2014-06-12 09:11:00,-0.5 to 0
278,2004,6.0,Texas,South,0.3,normal,severe weather,heavy wind,,1200.0,500000.0,22394023,2004-06-01 17:00:00,2004-06-02 13:00:00,0 to 0.5
279,2015,7.0,Texas,South,1.2,warm,system operability disruption,,,550.0,,27469114,2015-07-30 09:50:00,2015-07-30 19:00:00,>1.0
280,2006,4.0,Texas,South,-0.2,normal,severe weather,,,900.0,82000.0,23359580,2006-04-21 07:00:00,2006-04-21 22:00:00,-0.5 to 0
281,2009,3.0,Texas,South,-0.4,normal,equipment failure,transmission trip,,885.0,132000.0,24801761,2009-03-01 00:15:00,2009-03-01 15:00:00,-0.5 to 0
282,2010,8.0,Texas,South,-1.2,cold,severe weather,,,940.0,81586.0,25244363,2010-08-23 17:50:00,2010-08-24 09:30:00,<-1.0
283,2015,12.0,Texas,South,2.3,warm,severe weather,,,,70000.0,27469114,2015-12-26 19:30:00,,>1.0
284,2016,4.0,Texas,South,1.1,warm,severe weather,,,3050.0,415103.0,27904862,2016-04-18 05:05:00,2016-04-20 07:55:00,>1.0
285,2007,5.0,Texas,South,-0.2,normal,severe weather,storm,,1830.0,300000.0,23831983,2007-05-02 13:30:00,2007-05-03 20:00:00,-0.5 to 0
286,2009,6.0,Texas,South,0.4,normal,severe weather,storm,,6000.0,800000.0,24801761,2009-06-10 18:00:00,2009-06-14 22:00:00,0 to 0.5
287,2011,9.0,Texas,South,-0.8,cold,severe weather,,,1500.0,65000.0,25654464,2011-09-29 05:00:00,2011-09-30 06:00:00,-1.0 to -0.5
288,2004,5.0,Texas,South,0.2,normal,severe weather,thunderstorm,,150.0,62500.0,22394023,2004-05-11 15:30:00,2004-05-11 18:00:00,0 to 0.5
289,2015,8.0,Texas,South,1.4,warm,severe weather,,,1955.0,100000.0,27469114,2015-08-11 19:30:00,2015-08-13 04:05:00,>1.0
290,2009,1.0,Texas,South,-0.7,cold,severe weather,storm,,2220.0,157019.0,24801761,2009-01-05 05:00:00,2009-01-06 18:00:00,-1.0 to -0.5
291,2009,7.0,Texas,South,0.5,warm,public appeal,,,330.0,,24801761,2009-07-08 13:30:00,2009-07-08 19:00:00,0 to 0.5
292,2011,3.0,Texas,South,-0.7,cold,intentional attack,vandalism,,74.0,,25654464,2011-03-15 18:00:00,2011-03-15 19:14:00,-1.0 to -0.5
293,2005,5.0,Texas,South,0.3,normal,severe weather,thunderstorm,,420.0,243000.0,22778123,2005-05-08 15:00:00,2005-05-08 22:00:00,0 to 0.5
294,2001,3.0,Texas,South,-0.4,normal,system operability disruption,,,1440.0,114000.0,21319622,2001-03-14 15:00:00,2001-03-15 15:00:00,-0.5 to 0
295,2011,12.0,Texas,South,-0.9,cold,intentional attack,vandalism,,255.0,,25654464,2011-12-02 16:15:00,2011-12-02 20:30:00,-1.0 to -0.5
296,2014,6.0,Indiana,Central,0.0,normal,severe weather,thunderstorm,,1060.0,127000.0,6597880,2014-06-30 23:20:00,2014-07-01 17:00:00,-0.5 to 0
297,2009,1.0,Indiana,Central,-0.7,cold,fuel supply emergency,,,12240.0,,6459325,2009-01-17 08:00:00,2009-01-25 20:00:00,-1.0 to -0.5
298,2004,7.0,Indiana,Central,0.5,warm,severe weather,thunderstorm,,5250.0,135000.0,6233007,2004-07-13 16:30:00,2004-07-17 08:00:00,0 to 0.5
299,2013,11.0,Indiana,Central,-0.3,normal,severe weather,thunderstorm,,4320.0,61705.0,6570518,2013-11-17 16:47:00,2013-11-20 16:47:00,-0.5 to 0
300,2015,11.0,Indiana,Central,2.2,warm,intentional attack,sabotage,,120.0,0.0,6619680,2015-11-10 12:00:00,2015-11-10 14:00:00,>1.0
301,2008,5.0,Indiana,Central,-0.7,cold,islanding,,,233.0,9700.0,6424806,2008-05-11 16:50:00,2008-05-11 20:43:00,-1.0 to -0.5
302,2000,8.0,Indiana,Central,-0.5,cold,equipment failure,line fault,,,124000.0,6091866,2000-08-28 23:00:00,,-1.0 to -0.5
303,2009,1.0,Indiana,Central,-0.7,cold,system operability disruption,,,65.0,9700.0,6459325,2009-01-22 16:00:00,2009-01-22 17:05:00,-1.0 to -0.5
304,2008,12.0,Indiana,Central,-0.7,cold,severe weather,winter storm,,2120.0,50000.0,6424806,2008-12-19 09:00:00,2008-12-20 20:20:00,-1.0 to -0.5
305,2008,6.0,Indiana,Central,-0.5,cold,islanding,,,96.0,9700.0,6424806,2008-06-15 19:06:00,2008-06-15 20:42:00,-1.0 to -0.5
306,2014,5.0,Indiana,Central,-0.1,normal,intentional attack,,,3.0,,6597880,2014-05-15 12:10:00,2014-05-15 12:13:00,-0.5 to 0
307,2013,11.0,Indiana,Central,-0.3,normal,severe weather,thunderstorm,,4320.0,75065.0,6570518,2013-11-17 13:06:00,2013-11-20 13:06:00,-0.5 to 0
308,2013,11.0,Indiana,Central,-0.3,normal,system operability disruption,,,65.0,7500.0,6570518,2013-11-17 12:35:00,2013-11-17 13:40:00,-0.5 to 0
309,2011,7.0,Indiana,Central,-0.3,normal,severe weather,,,2146.0,201000.0,6516845,2011-07-28 00:14:00,2011-07-29 12:00:00,-0.5 to 0
310,2011,10.0,Indiana,Central,-0.9,cold,intentional attack,vandalism,,96.0,,6516845,2011-10-27 01:00:00,2011-10-27 02:36:00,-1.0 to -0.5
311,2013,11.0,Indiana,Central,-0.3,normal,severe weather,tornadoes,,4032.0,61705.0,6570518,2013-11-17 16:47:00,2013-11-20 11:59:00,-0.5 to 0
312,2014,5.0,Indiana,Central,-0.1,normal,severe weather,heavy wind,,2580.0,56000.0,6597880,2014-05-09 18:00:00,2014-05-11 13:00:00,-0.5 to 0
313,2012,10.0,Indiana,Central,0.3,normal,system operability disruption,transmission interruption,,6.0,9800.0,6538283,2012-10-23 09:10:00,2012-10-23 09:16:00,0 to 0.5
314,2012,7.0,Indiana,Central,0.1,normal,severe weather,thunderstorm,,569.0,82621.0,6538283,2012-07-24 07:01:00,2012-07-24 16:30:00,0 to 0.5
315,2011,11.0,Indiana,Central,-1.0,cold,intentional attack,vandalism,,,0.0,6516845,2011-11-22 23:16:00,2011-11-22 23:16:00,<-1.0
316,2005,1.0,Indiana,Central,0.7,warm,severe weather,winter storm,,15950.0,114791.0,6278616,2005-01-05 21:10:00,2005-01-16 23:00:00,0.5 to 1.0
317,2012,8.0,Indiana,Central,0.3,normal,severe weather,thunderstorm,,200.0,61413.0,6538283,2012-08-04 04:00:00,2012-08-04 07:20:00,0 to 0.5
318,2010,6.0,Indiana,Central,-0.4,normal,severe weather,thunderstorm,,1980.0,94345.0,6490590,2010-06-18 15:30:00,2010-06-20 00:30:00,-0.5 to 0
319,2006,4.0,Indiana,Central,-0.2,normal,severe weather,tornadoes,,4045.0,186000.0,6332669,2006-04-02 21:00:00,2006-04-05 16:25:00,-0.5 to 0
320,2013,6.0,Indiana,Central,-0.2,normal,severe weather,thunderstorm,,2730.0,86615.0,6570518,2013-06-24 19:30:00,2013-06-26 17:00:00,-0.5 to 0
321,2011,5.0,Indiana,Central,-0.4,normal,severe weather,,,3314.0,215387.0,6516845,2011-05-23 16:45:00,2011-05-25 23:59:00,-0.5 to 0
322,2008,5.0,Indiana,Central,-0.7,cold,severe weather,thunderstorm,,7319.0,70000.0,6424806,2008-05-30 22:00:00,2008-06-04 23:59:00,-1.0 to -0.5
